Date,Open,High,Low,Close,Adj Close,Volume
1984-12-31,0.977000,0.977000,0.977000,0.977000,0.888474,0
1985-01-02,0.977000,0.977000,0.977000,0.977000,0.888474,0
1985-01-03,0.977000,0.977000,0.977000,0.977000,0.888474,0
1985-01-04,0.977000,0.977000,0.977000,0.977000,0.888474,0
1985-01-07,0.977000,0.977000,0.977000,0.977000,0.888474,0
1985-01-08,0.977000,0.977000,0.977000,0.977000,0.888474,0
1985-01-09,0.977000,0.977000,0.977000,0.977000,0.888474,0
1985-01-10,1.002000,1.002000,1.002000,1.002000,0.911209,0
1985-01-11,1.015000,1.015000,1.015000,1.015000,0.923031,0
1985-01-14,1.026000,1.026000,1.026000,1.026000,0.933034,0
1985-01-15,1.040000,1.040000,1.040000,1.040000,0.945766,0
1985-01-16,1.054000,1.054000,1.054000,1.054000,0.958497,0
1985-01-17,1.059000,1.059000,1.059000,1.059000,0.963044,0
1985-01-18,1.072000,1.072000,1.072000,1.072000,0.974866,0
1985-01-21,1.090000,1.090000,1.090000,1.090000,0.991235,0
1985-01-22,1.099000,1.099000,1.099000,1.099000,0.999420,0
1985-01-23,1.105000,1.105000,1.105000,1.105000,1.004876,0
1985-01-24,1.106000,1.106000,1.106000,1.106000,1.005786,0
1985-01-25,1.124000,1.124000,1.124000,1.124000,1.022155,0
1985-01-28,1.136000,1.136000,1.136000,1.136000,1.033067,0
1985-01-29,1.142000,1.142000,1.142000,1.142000,1.038524,0
1985-01-30,1.160000,1.160000,1.160000,1.160000,1.054893,0
1985-01-31,1.163000,1.163000,1.163000,1.163000,1.057621,0
1985-02-01,1.176000,1.176000,1.176000,1.176000,1.069443,0
1985-02-04,1.183000,1.183000,1.183000,1.183000,1.075808,0
1985-02-05,1.193000,1.193000,1.193000,1.193000,1.084903,0
1985-02-06,1.197000,1.197000,1.197000,1.197000,1.088540,0
1985-02-07,1.205000,1.205000,1.205000,1.205000,1.095815,0
1985-02-08,1.217000,1.217000,1.217000,1.217000,1.106728,0
1985-02-11,1.230000,1.230000,1.230000,1.230000,1.118550,0
1985-02-12,1.234000,1.234000,1.234000,1.234000,1.122187,0
1985-02-13,1.248000,1.248000,1.248000,1.248000,1.134919,0
1985-02-14,1.259000,1.259000,1.259000,1.259000,1.144922,0
1985-02-15,1.256000,1.256000,1.256000,1.256000,1.142194,0
1985-02-19,1.258000,1.258000,1.258000,1.258000,1.144013,0
1985-02-20,1.261000,1.261000,1.261000,1.261000,1.146741,0
1985-02-21,1.265000,1.265000,1.265000,1.265000,1.150379,0
1985-02-22,1.263000,1.263000,1.263000,1.263000,1.148560,0
1985-02-25,1.259000,1.259000,1.259000,1.259000,1.144922,0
1985-02-26,1.264000,1.264000,1.264000,1.264000,1.149469,0
1985-02-27,1.269000,1.269000,1.269000,1.269000,1.154016,0
1985-02-28,1.271000,1.271000,1.271000,1.271000,1.155835,0
1985-03-01,1.287000,1.287000,1.287000,1.287000,1.170385,0
1985-03-04,1.296000,1.296000,1.296000,1.296000,1.178570,0
1985-03-05,1.303000,1.303000,1.303000,1.303000,1.184935,0
1985-03-06,1.305000,1.305000,1.305000,1.305000,1.186754,0
1985-03-07,1.297000,1.297000,1.297000,1.297000,1.179479,0
1985-03-08,1.291000,1.291000,1.291000,1.291000,1.174023,0
1985-03-11,1.292000,1.292000,1.292000,1.292000,1.174932,0
1985-03-12,1.294000,1.294000,1.294000,1.294000,1.176751,0
1985-03-13,1.288000,1.288000,1.288000,1.288000,1.171295,0
1985-03-14,1.285000,1.285000,1.285000,1.285000,1.168566,0
1985-03-15,1.288000,1.288000,1.288000,1.288000,1.171295,0
1985-03-18,1.276000,1.276000,1.276000,1.276000,1.160382,0
1985-03-19,1.280000,1.280000,1.280000,1.280000,1.164020,0
1985-03-20,1.280000,1.280000,1.280000,1.280000,1.164020,0
1985-03-21,1.285000,1.285000,1.285000,1.285000,1.168566,0
1985-03-22,1.290000,1.290000,1.290000,1.290000,1.173113,0
