Date,Open,High,Low,Close,Adj Close,Volume
1980-01-02,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-03,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-04,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-07,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-08,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-09,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-10,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-11,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-14,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-15,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-16,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-17,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-18,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-21,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-22,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-23,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-24,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-25,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-28,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-29,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-30,8.720000,8.720000,8.720000,8.720000,0.248962,0
1980-01-31,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-01,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-04,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-05,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-06,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-07,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-08,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-11,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-12,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-13,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-14,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-15,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-19,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-20,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-21,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-22,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-25,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-26,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-27,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-28,8.560000,8.560000,8.560000,8.560000,0.247028,0
1980-02-29,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-03,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-04,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-05,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-06,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-07,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-10,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-11,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-12,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-13,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-14,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-17,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-18,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-19,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-20,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-21,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-24,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-25,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-26,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-27,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-28,8.120000,8.120000,8.120000,8.120000,0.236904,0
1980-03-31,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-01,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-02,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-03,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-07,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-08,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-09,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-10,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-11,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-14,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-15,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-16,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-17,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-18,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-21,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-22,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-23,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-24,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-25,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-28,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-29,7.870000,7.870000,7.870000,7.870000,0.232415,0
1980-04-30,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-01,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-02,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-05,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-06,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-07,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-08,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-09,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-12,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-13,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-14,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-15,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-16,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-19,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-20,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-21,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-22,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-23,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-27,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-28,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-29,8.320000,8.320000,8.320000,8.320000,0.248803,0
1980-05-30,8.690000,8.690000,8.690000,8.690000,0.262837,0
1980-06-02,8.690000,8.690000,8.690000,8.690000,0.262837,0
